user_id,full_name,email,worker_type,department,job_title,location,country,hire_date,termination_date,status
u-0224,Louis Hartley,louis.hartley@asteria.invalid,employee,Marketing,Content strategist,Berlin,Germany,2024-11-07,,active
u-0225,Mathis Whitfield,mathis.whitfield@asteria.invalid,employee,Marketing,Content strategist,Berlin,Germany,2024-09-09,,active
u-0226,Owen Fontaine,owen.fontaine@asteria.invalid,employee,Marketing,Marketing manager,Berlin,Germany,2024-01-03,,active
u-0227,Ruby Larsen,ruby.larsen@asteria.invalid,employee,Marketing,Marketing manager,Berlin,Germany,2019-04-05,,active
u-0228,Yuki Kuhn,yuki.kuhn@asteria.invalid,employee,Marketing,Demand generation manager,Berlin,Germany,2019-05-21,,active
u-0229,Nadia Kaiser,nadia.kaiser@asteria.invalid,employee,Legal & Compliance,Data protection officer,Austin,United States,2020-01-01,,active
u-0230,Gabriel Raman,gabriel.raman@asteria.invalid,employee,Legal & Compliance,Compliance manager,Berlin,Germany,2023-06-11,,active
u-0231,Louis Moreau,louis.moreau@asteria.invalid,employee,Legal & Compliance,Data protection officer,Berlin,Germany,2020-10-06,,active
u-0232,Zoe Kuhn,zoe.kuhn@asteria.invalid,employee,Legal & Compliance,Compliance manager,Paris,France,2021-06-14,,active
u-0233,Kenji Schulz,kenji.schulz@asteria.invalid,employee,Legal & Compliance,Legal counsel,Austin,United States,2024-12-14,,active
u-0234,Isaac Lefevre,isaac.lefevre@asteria.invalid,employee,Legal & Compliance,Legal counsel,Berlin,Germany,2021-08-08,,active
u-0235,Arjun Fontaine,arjun.fontaine@asteria.invalid,employee,Executive,Chief executive officer,London,United Kingdom,2026-02-17,,active
u-0236,Maya Costa,maya.costa@asteria.invalid,employee,Executive,Chief executive officer,Paris,France,2019-04-04,,active
u-0237,Elias Larkin,elias.larkin@asteria.invalid,employee,Executive,VP Revenue,Austin,United States,2023-02-09,,active
u-0238,Isla Beaumont,isla.beaumont@asteria.invalid,employee,Executive,Chief technology officer,Paris,France,2020-08-11,,active
u-0239,Sofia Rossi,sofia.rossi@asteria.invalid,employee,Executive,Chief technology officer,Paris,France,2021-02-27,,active
u-0240,George Sato,george.sato@asteria.invalid,employee,Executive,VP Engineering,Austin,United States,2023-11-02,,active
c-0001,Priya Weber,priya.weber@contractor.asteria.invalid,contractor,Engineering,Contract engineer,Austin,France,2025-10-02,,active
c-0002,Maya Kuhn,maya.kuhn@contractor.asteria.invalid,contractor,Security,Contract engineer,Austin,France,2026-02-17,,active
c-0003,Priya Raman,priya.raman@contractor.asteria.invalid,contractor,Finance,Contract engineer,Berlin,France,2025-11-21,2026-05-29,terminated
c-0004,Ava Iyer,ava.iyer@contractor.asteria.invalid,contractor,Finance,Contract engineer,Paris,France,2025-11-10,,active
c-0005,Sana Larkin,sana.larkin@contractor.asteria.invalid,contractor,Engineering,Contract engineer,Austin,France,2025-11-08,,active
c-0006,Priya Brandt,priya.brandt@contractor.asteria.invalid,contractor,Engineering,Contract engineer,Paris,France,2025-06-03,,active
c-0007,Anna Okafor,anna.okafor@contractor.asteria.invalid,contractor,Engineering,Contract engineer,Paris,France,2025-06-10,,active
c-0008,Lucas Brandt,lucas.brandt@contractor.asteria.invalid,contractor,Finance,Contract engineer,London,France,2025-07-25,,active
c-0009,Kenji Girard,kenji.girard@contractor.asteria.invalid,contractor,Security,Contract engineer,London,France,2025-08-20,,active
c-0010,Liam Sommer,liam.sommer@contractor.asteria.invalid,contractor,Finance,Contract engineer,Paris,France,2025-06-11,,active
c-0011,Lena Haddad,lena.haddad@contractor.asteria.invalid,contractor,Engineering,Contract engineer,Berlin,France,2025-11-08,,active
c-0012,Mathis Girard,mathis.girard@contractor.asteria.invalid,contractor,Security,Contract engineer,London,France,2025-12-26,,active
c-0013,Sana Pemberton,sana.pemberton@contractor.asteria.invalid,contractor,Engineering,Contract engineer,Berlin,France,2025-07-23,,active
c-0014,Lucas Pemberton,lucas.pemberton@contractor.asteria.invalid,contractor,Finance,Contract engineer,London,France,2025-06-27,,active
